x,y,result
51176,45357,9924
29004,7806,64019
38643,37922,45897
34728,38998,29749
23719,19942,58529
58245,31234,57983
11129,39960,13538
34456,40563,27465
39073,15313,91
54383,4593,29553
6477,60539,63228
11118,31571,242
14778,54184,35561
19060,23409,41749
57560,22561,32216
53407,43199,58070
2380,16873,26354
51005,41024,48861
54796,20195,9255
14484,12977,47447
40138,7191,16229
44212,51267,30381
47152,13130,64895
26293,20687,53505
28444,15139,48329
25281,34921,48264
10140,36399,19509
955,24918,62151
25046,20015,46465
48328,17069,22448
42577,36197,34605
60268,44958,9784
53071,45735,45171
20444,42330,27709
393,34929,50453
55308,40531,48094
42120,33982,12966
26261,23734,47907
47113,52554,62536
44422,10019,16389
2155,4165,18163
44940,12296,51286
40565,45896,32560
37214,73,27992
374,20004,27972
17142,42951,54587
56202,11872,18822
22371,43736,37618
57608,42816,42566
20528,58002,2870
12207,10298,48736
32995,54328,6254
44281,59257,38579
12525,25856,54278
46274,56947,48377
35875,48429,39145
61113,15278,46222
60725,36140,25502
61174,32402,46107
36214,61548,18635
52407,53357,18084
38962,43071,32531
65229,61333,18540
21269,57300,32695
38612,41798,13928
49764,50819,2038
52096,17222,23719
39609,30839,43660
10941,52134,16678
56695,57216,38741
43544,27033,47757
40107,39119,55273
42311,35295,36015
9722,37947,21342
2160,45936,29879
33958,54567,15972
33755,7382,36030
32101,33447,48614
3178,53370,10676
25209,41790,24279
29631,9436,56957
27072,16190,3704
26658,1144,51272
47029,37600,342
53278,38187,20682
29278,31285,16078
65221,3848,24620
4866,41994,29648
39144,14588,38905
14404,41304,14615
60525,48363,28457
30334,28742,24288
55745,62435,42767
62189,58924,2268
50268,21861,47609
35177,14361,39176
31297,62249,21228
30551,57956,38171
63393,12043,42446
30018,51134,48525
50231,59297,57569
16881,49914,18114
63146,21748,18235
26371,36752,45963
36337,40775,3433
12519,31324,65509
23600,42853,32747
60067,13808,5631
39751,56718,29423
7194,24482,51885
13042,42371,55121
38843,44339,58213
39082,3857,9754
36758,36938,42888
15901,1239,61508
22534,594,43359
60536,39416,15756
50509,58145,4092
61164,11342,18127
29359,31964,24581
52117,41879,8505
63288,10180,11716
19195,57817,21540
23988,58946,18857
48998,31183,34860
17891,62040,10783
8016,56734,21201
40842,47099,27592
60592,12063,19643
18500,10955,30425
13302,41034,62494
11550,8301,50267
14913,62059,65095
908,10540,35880
7863,30268,41483
42504,59981,49117
6609,40255,46597
4624,25805,60047
32535,28612,26132
19214,15995,42644
59796,37105,50596
12498,2275,18498
28302,53341,1747
49375,23356,1193
65404,2337,28195
34312,13169,24829
43372,45862,44286
21471,58285,48632
42384,22380,22773
3287,50248,47575
52648,45792,11684
44691,59258,28369
20509,49315,62406
19525,53044,53237
12390,38740,49725
3502,6649,55561
10307,16001,874
8924,38609,44083
3804,58299,52249
61966,3671,2490
60637,30740,56942
16841,38471,37104
11065,38312,41652
31219,53449,61577
60692,34507,45195
38159,47803,30970
14761,17313,26307
41523,35270,61128
1091,61049,53699
22777,13482,27094
34252,26279,49341
20131,44559,21496
42280,29055,22746
17631,46085,30668
21817,14059,24723
49757,16916,61718
44800,1060,32669
55387,55865,14569
39372,21068,30690
43776,34527,5512
55576,16398,51510
16792,4799,5206
33711,58316,6232
40070,34802,12577
53828,62848,3984
48284,22542,54042
23589,2878,40744
1563,332,50501
31933,19195,2040
46418,53750,44297
33254,30637,52445
5128,12516,31917
31697,60516,48326
2844,5532,16942
16047,46620,64423
40059,6085,5643
63019,56852,59103
10885,31192,12292
49630,50956,54888
457,37921,2681
48266,48742,38494
60463,6318,49874
51620,62027,52040
6650,18016,21829
15684,53068,60674
6228,48939,22935
18168,11357,56360
61455,49865,1285
6336,64299,52150
55397,22383,39466
45382,29919,17805
28469,42863,55981
21233,39355,38715
8518,5325,5656
24773,8975,31767
43247,7501,4687
57718,38172,31385
13819,43800,25154
34662,20470,36858
61816,50346,58422
8001,2507,54326
33747,26169,25917
13865,29665,10426
10496,20201,54907
28427,356,26613
42585,8272,28829
30275,5517,52386
51136,51508,1590
44872,59654,17340
56834,4107,36074
3092,34543,43418
11608,60810,64913
7178,25428,46657
39073,41840,37879
45898,35352,50520
26648,53900,30176
37859,60396,24929
14531,51725,53970
24524,25028,40273
6389,52952,62538
25384,48975,48684
61224,55659,50272
54492,46822,7594
41629,33826,11410
40938,32926,20918
37934,44031,61273
1931,49543,15916
39303,9109,22102
9433,12838,16202
50949,55332,44182
48190,12060,23261
43694,20512,8746
6919,58226,58307
6700,31443,45725
17716,13089,56667
18857,43100,36862
62064,14544,17716
33222,51018,23213
61366,9314,24614
19307,36767,36391
42240,57241,2076
15260,44172,4928
41246,54563,53967
53282,50680,35152
1864,38694,10597
40475,50055,34456
50754,18631,2630
5030,57674,59393
11319,11730,29444
23579,29036,1021
24819,42437,18919
6598,21346,30159
56981,39820,3481
6827,52809,13594
49135,26134,17659
24039,25837,63762
17838,39299,47462
4471,59085,48034
28325,57754,51784
44228,30190,46835
30910,19165,23131
14707,16127,30825
37797,19738,23984
8263,49117,9847
31468,31842,30130
12615,56288,6280
8741,19213,31850
12096,185,59888
59034,18924,30128
52995,42631,4885
45059,11496,5247
2931,62897,59448
50795,7403,35245
56445,13583,10046
65157,35135,9615
43773,30529,16935
54301,58481,42220
46656,26560,45079
12681,54919,61368
10139,44149,54968
21224,22754,71
34899,29966,46909
41968,46996,37011
30151,35465,16848
382,17609,24599
12559,45442,7328
29105,15490,1218
42801,14362,25324
22894,33709,55382
27946,22513,20399
3307,6181,28369
53043,57608,40834
64662,34162,20576
18631,11805,22330
23544,28770,53752
55955,44768,43581
51525,25317,9341
9197,27955,24344
6775,39349,57238
63420,7158,39734
56958,10441,64950
52601,20525,23054
25932,29865,52315
34888,48826,57713
63574,62834,36767
5801,1344,30207
3478,58845,49426
58952,2602,6180
27469,12045,6549
14408,51014,25109
40816,4826,8041
30245,26803,27378
30143,39442,47385
54759,36919,33998
13253,52641,54858
44078,4674,43740
63083,31141,29410
25199,23478,64029
61006,60088,1829
6766,59042,9159
57385,12568,53
60387,60863,1221
5875,53801,41741
63466,33345,191
309,12337,42287
18821,41126,48929
17163,49066,16773
2391,47306,43278
22971,57151,39021
18688,36225,22927
44254,62766,63589
40899,41800,4923
28369,561,19540
65278,23837,15809
60650,6506,63130
17342,52497,46680
19075,12191,46109
47823,24951,54409
455,45751,56157
58296,765,28824
58089,11580,56789
41891,9714,19667
60647,44283,35640
57021,18080,3710
35896,10171,31415
54306,14613,16608
7399,29667,64798
56414,35769,58836
30229,56154,51305
59607,25341,32923
62661,11412,1527
12301,16198,13894
23604,60124,26430
41149,24060,43530
40338,33908,35262
24825,32889,38626
45489,1179,60117
42603,40598,14553
45463,34087,38423
58679,15821,31078
44259,47447,49645
30435,51659,40286
11577,21311,42370
21890,41807,57427
11928,15960,50815
1610,9051,46988
27372,13911,22153
25250,50977,5520
8497,862,8380
9499,48835,7668
34771,34325,51121
16187,14722,45802
35504,58791,50608
55321,15429,17857
27340,48463,41529
31251,6061,40821
30373,61687,16144
57720,41950,38588
17460,14073,1089
18219,29388,63956
30034,19830,22759
38440,57406,33253
33742,63691,1314
42846,42240,36590
64553,52345,54907
25537,33786,39601
21132,41725,22249
48509,56637,1304
34978,38293,45078
6529,62319,12144
21218,37781,25084
2842,51591,29859
33930,60563,6856
28004,51391,1695
9099,46223,38494
15241,39133,24553
516,53682,40413
31002,34258,65463
51835,8310,1286
10960,50850,41529
60656,36498,16485
19099,16250,62058
12685,2071,35449
7350,47664,50499
40364,13880,46657
44445,61582,42153
51661,47288,26346
47636,20053,12929
42314,10102,47413
5906,51413,46351
56326,21148,16969
25009,56842,25293
9293,56011,65303
25563,61128,61963
64322,36523,32094
46441,59440,20997
7484,3,10052
10153,20170,44998
2074,17504,44007
2296,42438,49097
31384,46741,37415
38483,17507,11189
28491,20581,47925
37561,5268,43402
30683,43468,27156
56682,21471,18405
64616,16153,56628
12776,8372,26828
6627,38339,29716
3962,5411,19414
9325,50403,30410
64852,16809,5917
50406,9468,47469
36979,52481,55114
26972,39276,51218
29382,58356,57501
20480,2327,4309
10325,48971,41264
22909,47887,60599
54240,53593,14432
25817,45384,20366
9527,24896,17738
61537,22303,17233
33268,2627,13122
60643,37230,13879
8039,4430,27441
22096,7353,57020
21240,6964,25510
16821,58220,3213
59446,43794,64685
31958,23290,42969
36612,52438,48235
25618,46938,57277
35872,48527,61880
29287,24575,24109
36583,55104,15993
4421,46110,6962
14462,421,34349
2876,47731,53458
3048,63520,16868
19423,11087,46122
2412,41519,28723
18441,23653,32512
48484,35263,9510
16336,42392,15038
13519,48295,60478
144,50131,26453
35195,25762,15211
31531,5530,46699
8752,60819,59056
30105,45335,31268
50385,34527,61973
25908,64848,18325
34948,28784,49629
47041,37996,27667
26766,927,6065
49084,29179,19854
42447,1987,3009
52833,25393,45471
37250,3631,8306
2248,50769,23666
51926,2393,24478
35363,21584,28027
28155,1357,12445
27115,36908,7570
62176,57221,24541
16706,47024,57218
26210,42614,6003
46335,61158,4266
5861,27838,35572
33617,32627,5066
28766,17163,44393
61807,5675,16003
19150,49103,47838
31069,56401,49288
52734,33317,41251
41632,39123,21543
35710,11458,54446
60707,63866,5579
12815,22284,11012
35237,9453,36232
13967,51943,35486
56477,40177,261
29019,37274,28351
35798,34880,13715
65113,3877,48854
1970,28342,50077
21040,63778,3891
34017,40191,4490
47343,65086,3382
31054,34539,2474
32865,7149,29542
8124,3038,50443
18607,3294,55946
1367,31422,14689
25578,36604,34134
40876,39546,52218
23009,31816,4678
14186,52029,22627
3553,49984,43787
21371,3128,48143
53861,23342,53138
31470,9364,39869
21582,65488,36139
49556,3387,9052
65036,15072,56726
37927,32364,48486
22222,46051,27975
35403,40829,45439
49345,36770,4961
6713,9386,26538
7837,47590,38373
48932,30847,28390
13868,63119,57245
17338,17421,24285
47565,38709,20891
20550,35889,54437
62052,52021,36538
45254,18096,3217
51971,29272,62584
21483,51470,12329
44344,59410,18546
18296,1028,13972
39924,53700,49283
41858,23732,64883
24932,48572,33104
33118,32770,51338
30624,16513,17158
63617,44492,42758
14095,15417,49785
61913,61660,10254
54127,16925,38860
32012,50641,53349
3408,11728,33853
3199,55379,1039
41000,24683,61494
41311,19807,28665
18556,59608,17217
20836,58480,55319
47770,62694,7043
16674,7165,15027
45728,49793,10600
39935,10814,30301
769,38015,31397
55307,14864,38973
53432,51682,4101
10987,42022,41283
3070,42999,17284
27125,6478,35364
54727,30325,20546
61858,30189,61402
55009,37632,2843
49997,8027,48351
31703,5295,6891
970,13936,31219
2451,17645,21978
21102,48180,64818
1901,61038,31597
58994,2671,55410
33515,48763,35606
17535,21409,53124
34908,28523,30506
63432,37978,7281
5984,25019,7090
44457,60712,39155
55345,40778,7677
25363,44817,14311
12873,9822,184
52844,44576,48371
15118,53815,16979
58513,17569,27534
5922,14077,52102
211,7823,49010
9577,59206,64097
10494,43092,22844
42432,28030,5773
64502,11803,56778
56553,62396,41539
49782,62538,49998
21878,28701,6611
57712,11686,18012
3942,17538,20318
56503,16815,25570
27361,43810,18518
61392,42479,63701
32087,54368,45354
60049,38009,47408
2907,60260,52781
45833,12485,52117
53929,56328,43297
55577,30824,60357
18821,54542,6747
42627,9837,6687
51401,26871,40959
6837,7741,5353
55573,64550,10016
19428,59515,9940
16550,10393,18340
10793,43912,42268
54203,6648,25027
20853,20752,12937
61016,15364,63106
58762,63924,1957
10087,39058,65198
10871,64017,33917
29848,911,64385
29303,48669,14530
55453,6392,36476
58507,41316,30664
33264,65344,8620
49058,23299,4239
64356,2948,44796
17276,15369,5629
13342,28070,8145
59281,2007,54696
34719,14597,63420
22760,30197,38799
29962,15985,63555
28584,40049,3237
55043,39455,38717
38529,19353,61557
40367,2294,52546
2485,30282,38791
8687,60993,45100
6061,41951,56783
60799,55120,21929
65250,59618,46332
58068,16989,1851
9450,5872,25245
45060,3194,45263
7880,14241,7983
17791,30640,36949
44439,47753,11714
46625,7485,41782
22265,36131,60622
46941,60794,42207
55485,21770,7268
63089,57971,55850
52053,6238,5184
53426,58114,23321
48190,48688,12578
47697,47903,55095
42769,40227,61755
64893,52219,58397
46100,44415,41612
55414,53980,418
58657,7667,9340
19083,37558,15344
55421,171,59758
45043,12148,37515
36303,26447,46125
7405,26250,36490
48217,4956,20658
18683,34733,10744
11195,6571,25539
27310,59385,30952
55260,9469,21198
41751,32491,22254
49696,41106,41866
19173,30259,39559
19984,9049,64980
18702,13103,28559
16717,37786,46677
50661,6600,9487
37958,30167,6558
18748,8723,54009
56615,26153,28783
34973,39294,64840
31110,53657,31128
8489,42305,21489
60228,35800,35412
36152,49951,5153
45269,12366,912
16904,29427,23310
53472,36078,18059
59687,7919,1476
45127,12851,43511
21022,61845,38002
50637,6146,39432
2907,23057,18050
36314,21656,8411
31780,27391,58134
47809,1216,63117
1148,13381,60763
54873,9638,9042
55687,49564,6633
45438,26302,4158
33977,25169,6815
38668,50882,61471
54597,26603,57117
21422,48746,54463
34522,1012,50519
61597,55544,59065
62857,46697,62116
61691,226,24516
4216,32468,4331
21882,35997,27407
59859,4154,35756
37213,61007,6571
17536,26548,16015
5107,7685,33512
10574,50546,18115
33987,44551,6993
10177,7117,49158
29895,64774,6201
33720,51318,34647
47982,2705,16094
52330,44042,64811
58250,49649,43641
25201,54403,51364
49876,29418,56561
21333,6221,57221
65416,15655,54526
10375,37091,56967
11124,27912,51217
63640,16232,594
35597,8677,60248
1240,4047,11072
53229,11418,19433
11165,17587,17643
10654,44886,26921
3367,58637,6066
47591,55697,35829
37142,40303,56458
39809,62344,56779
29169,24147,34057
26224,50503,56265
30368,26103,44342
620,40744,8495
63194,11745,1516
3118,61297,58255
27978,38716,53386
4436,29219,53759
42764,57665,9457
40637,53930,29046
9715,51292,42527
33278,13082,2291
44391,15332,60734
3242,15995,29395
55636,43051,57398
12801,19267,55150
1661,39026,31960
4232,32030,58343
65129,4853,38464
7237,62786,63811
16599,10356,33705
58546,44577,17073
49072,62982,29582
8258,26299,38868
55110,48896,18753
14691,64825,5206
34650,47969,24967
12370,13503,40832
63301,15612,48662
29499,53400,13771
58664,42301,29741
7129,60326,5298
15790,11362,12306
26818,15382,21460
16216,34056,25969
12631,32815,42052
44412,5639,52639
11854,27946,14981
3084,20113,15506
54246,58195,40745
3471,3399,39446
57483,38122,8385
51369,4315,27753
51626,49133,51698
19928,15587,25399
36995,13055,52011
57889,44124,5800
7843,8142,45991
55487,34662,55299
23524,6165,39848
3180,36156,4035
38980,47592,23068
41795,50835,54437
10001,44880,31915
5411,64247,7523
37537,8883,32069
2109,29483,45239
47005,53478,45133
33798,33093,52880
37073,53727,3084
48681,8530,17965
1244,41033,5279
52655,9087,47545
49175,42604,31188
43750,7162,34578
48770,46931,55393
43318,22212,24467
28986,19576,9429
7510,38987,29261
64456,12921,4854
37697,36456,30039
21804,39806,58791
401,3272,52230
27747,34199,13454
36366,64820,40776
22389,19510,50437
7813,23633,62768
60543,60469,18907
32721,44181,41869
37535,10934,4416
51343,20767,45950
57865,29123,9911
42980,21313,24633
48699,50490,31871
60301,47618,18786
63412,32460,18850
18536,19679,36967
6729,18937,59809
22951,34476,61526
53137,59318,41953
33759,9988,41957
13290,41573,28069
33622,8295,40541
36504,806,53816
52476,8502,59728
11740,38282,9848
29270,4067,49588
1867,6713,39983
25381,50567,38186
57204,20144,44764
32647,55078,20213
52604,51184,32009
9220,59334,20716
4583,32172,21349
28273,57721,1477
25952,62033,16547
2172,39242,34829
38069,35795,5661
47538,9035,47186
36601,34477,46893
17538,48341,60904
7221,46809,46315
52409,9089,59864
53522,12252,50918
59656,45189,41076
32396,26766,54894
34729,19463,22649
12412,43949,46376
13260,16996,7045
10583,41533,32907
9180,36536,62479
38029,11353,53415
10240,10560,11616
47148,57779,49069
19596,18211,27538
26718,37135,63982
1014,33939,42271
18406,53424,50926
43028,6391,16358
138,37147,46589
51580,32535,16895
63913,20771,53548
51998,10788,43109
64721,65258,18459
27785,9767,42344
41254,36966,20492
46304,13745,37965
48319,56544,65129
24305,29929,50943
48785,43902,24427
48140,9965,42569
15499,49155,42550
43905,33905,33411
37041,21395,8895
40296,37179,62945
58542,26338,1352
4176,56918,40841
47110,56175,7651
2168,46294,9401
55896,29954,122
56062,31612,21357
1382,36828,8941
45357,49701,51641
27835,4125,44792
14092,11083,21537
48027,62233,48989
21048,63526,42168
45850,64954,57613
31893,17353,39281
20811,6652,57941
54533,13815,48628
32991,58710,14527
5195,14564,2125
49348,7364,5226
60858,39706,14090
37318,51383,5173
5780,38701,11942
22673,51138,61633
22864,50508,29115
55263,36957,2225
61592,37753,51261
33653,17102,58874
35741,13965,64641
16519,2097,55097
31319,37330,39289
8750,20315,41289
51146,41741,12924
13488,56342,40165
56305,62836,61261
63706,51626,12425
37004,35487,37880
37471,42785,51629
8651,60145,22761
28385,31515,1252
45116,18111,64934
2935,41170,16043
55864,36589,64391
58273,26067,41547
50554,9254,26204
28165,16336,5586
46584,36915,50190
36652,32193,25321
13118,50140,6697
22997,3886,32146
47438,21166,28708
55512,18905,56876
56653,27446,2097
61690,65304,6995
22053,24538,30651
31282,1632,44292
42649,34218,42096
42802,32975,42599
5269,35537,36300
59042,55824,5137
44792,21669,47432
6622,25839,27805
58585,43274,20558
58032,6165,1219
27877,15491,63961
10051,9778,46984
36657,26,17541
28683,27773,24239
27472,24836,33657
27540,49526,2375
49374,58823,29932
51158,26486,46580
27503,28423,44396
59461,32773,62716
63960,52966,35289
23059,43214,17552
9098,29682,33977
3515,2145,40936
7419,61548,13323
8311,35296,38796
11501,18362,8042
45074,48159,41631
18389,8220,2034
10394,45862,15745
33057,37935,24563
29851,16894,58725
31220,15471,36463
43380,58723,58692
43894,37304,62386
25959,42317,56553
24732,49018,65034
19994,33830,61513
13163,23510,37417
35976,20582,51602
19520,44287,51389
55879,31022,46457
62650,35415,61043
13643,15501,8291
43636,24038,26105
61364,11155,16411
61973,25677,34451
28050,27655,3542
41148,5892,29511
20841,19505,2661
43196,46800,29481
61822,2391,41106
30280,16279,47612
36222,43443,13272
39789,6660,32388
64026,59309,26965
50947,54367,31928
24794,48060,11411
24245,38437,39420
63561,2344,35113
62475,59388,58195
13500,58910,20374
19527,41550,64901
21028,60676,56522
47443,41869,28405
14643,25101,38124
23131,10928,60241
27493,53412,50372
27208,63715,5559
31318,1459,39797
4838,29806,999
60769,55786,43548
18635,20025,24100
38308,42881,59624
58463,36332,61873
45225,55400,3564
30182,58725,9849
48773,49709,46628
34737,4264,16370
44848,16643,13492
46133,59492,41996
41744,3727,38293
4882,3700,33142
57139,32091,11739
1877,22919,15761
33550,6716,20522
52725,28782,48970
62502,5823,62586
48808,35272,61307
48705,41733,52722
6067,28393,52971
31596,36249,35025
21580,14832,35978
20421,56318,9810
19096,65270,21057
7423,65229,26519
59224,49168,8921
3418,64107,27866
52869,60558,28237
30660,54747,11316
17939,64210,29990
61463,5127,47224
27455,58427,41575
10951,10725,43832
28162,59657,11834
52459,34229,62576
22512,18517,37099
4941,44092,42951
33349,25363,18575
34873,52446,30076
25095,42297,37619
52137,18781,63842
25927,55556,32569
17350,13258,22016
50577,48011,14694
2468,2978,19337
46684,63931,7133
8106,8601,44537
56820,19058,37821
19327,19445,36836
13177,6248,37185
53675,35689,20539
24766,58617,1244
14244,58115,31237
18442,49117,21758
45023,43537,25323
25877,31623,7494
62319,51805,19936
21642,14132,43763
65064,6681,11768
62143,1994,65457
9660,43289,9610
387,17767,2178
51891,57208,60814
36825,5680,14013
11115,50003,26746
11928,64791,51334
20155,36694,5573
57870,34399,33970
29272,10774,20823
17979,8758,55620
54312,43856,25488
40382,51094,45335
30123,62024,13870
65226,29649,20388
3168,61832,48686
31643,12829,31442
39583,32031,30381
30596,25936,38197
23701,1884,28597
31617,34817,19402
51888,43545,49153
34070,6505,26805
14702,26402,62617
40904,43975,37748
37177,58884,32063
52733,25952,47173
37202,27577,64274
11508,1788,7234
24064,11197,50842
31437,27232,13306
7492,63081,8425
40062,47075,29054
29574,5120,46937
7474,53275,4111
7005,39092,12774
22555,58893,2467
17100,56625,55856
65398,31802,30007
17490,40765,53719
10239,54668,7503
34111,62973,60504
15082,5775,5897
25012,26591,46410
7563,49077,7436
37789,39001,60169
10771,45281,24327
36545,50833,60337
26819,581,6773
55954,34294,35430
53857,62960,49103
7848,10875,61206
56315,24948,1660
1962,56176,48956
56751,19453,13341
31403,1453,64938
8584,65515,26357
64426,23666,4413
5753,23901,65122
50258,13317,4976
7440,22509,49418
52318,18212,46087
2253,23326,34338
3508,29072,62067
23907,59463,10850
63366,12227,5615
56885,5676,40891
23102,47663,5397
30625,25065,723
38301,21838,11071
44519,4167,13336
23291,53103,40765
4144,22179,51386
11232,9897,2291
46081,61490,27872
23214,53521,50841
18462,9995,47520
6196,20715,4020
33321,9704,61246
49788,57229,1337
3629,47617,1940
3919,60515,60785
53293,27021,10511
42640,18381,40309
52087,15404,49975
40219,31068,424
19572,63510,34888
18633,23716,47776
20152,29865,8654
33614,695,26450
25818,56829,24808
54217,44281,59735
1287,60413,38120
64997,34609,21947
4580,49247,19282
26300,8210,21000
31326,30219,49699
3187,19082,41890
57241,45828,44553
37464,43790,29907
61232,12145,49616
9321,15267,24911
10118,27954,12269
38984,30271,8853
57820,7060,28656
30967,18100,32635
63890,19646,46259
62382,65178,22802
14522,61841,33111
34249,19102,35210
45551,60550,3978
27312,11340,10407
25232,30500,43430
30423,16935,54679
10791,2349,4240
60726,6486,45997
14495,4509,53089
21753,24613,51359
32464,60737,63222
54885,24746,51245
2260,20314,42647
42847,612,26573
39960,39692,13469
253,54483,14724
35995,34502,25015
8047,16009,2619
29514,35360,3222
27349,54746,32519
323,57773,45920
6144,11114,60144
60122,1333,27587
17600,9079,29991
5843,39353,3055
33693,38307,32336
34553,23040,18510
63054,36813,1391
43354,40364,31055
37426,17777,60668
14519,37679,21
6722,50514,44066
6644,14770,10284
986,36158,12231
50131,28336,15228
25367,50455,19748
20571,31512,31829
61569,15155,7733
32845,13632,16271
24235,38689,44458
52986,57928,13479
11459,22001,13250
15431,8976,38924
58815,58785,38279
49341,30703,52453
11025,63860,18853
2845,17747,45973
48837,9489,2080
32518,49823,55517
45648,17112,29167
12621,5477,19800
2029,33193,42119
36990,63599,18710
48348,4297,5743
11693,7046,65309
42987,64680,13578
64975,54446,28933
21144,14868,2538
63422,14421,40711
8116,47225,6980
45125,19141,61387
45547,47970,12322
36889,28846,44549
57460,3869,55525
13132,37570,64708
20981,25754,22755
43048,23010,8511
58947,14500,12527
21072,41758,29861
18797,32766,23260
48804,61785,58478
31908,48241,14650
50693,53053,14315
63110,48578,11539
1937,5688,8826
30266,47062,9597
24829,10276,2865
29495,61718,6544
39123,21418,8259
50,52255,35513
58988,21031,711
12472,36498,30905
44042,5881,25308
50998,65115,8647
47639,4258,64087
32343,30906,37892
505,64251,41343
13610,51199,34721
51767,11182,48981
34240,53704,34694
16871,64506,28592
35229,41700,51359
9245,64724,44903
37881,48368,42280
20604,37931,52108
35086,14055,55707
58963,47558,54082
50553,37468,16774
53439,36014,52530
37045,35541,53172
40272,3850,17331
909,40778,7827
2564,14520,48482
26440,54331,46259
25702,60680,56358
42498,42573,41732
59648,12189,30440
18736,3356,46054
11376,56617,24289
51724,31980,40583
29011,21273,1760
46036,22437,56468
3293,31052,53490
59905,56733,1699
1528,31413,37230
26736,41801,26631
35264,27646,7602
17041,37829,16486
42166,43481,26948
26623,2331,16876
38624,3583,37986
44904,32735,18826
15772,63641,41531
36091,27148,13071
54720,22277,42130
59129,18194,186
43550,39627,6530
40631,46844,38943
5142,34998,28354
38039,6670,32215
874,64776,50070
48471,36138,23073
26885,65513,33853
8429,3513,60614
43457,35052,4148
5844,16543,57575
38636,50749,1248
49278,54408,23716
48853,19831,6345
16019,38035,9564
42109,9610,43141
56230,20122,39226
49238,31323,37289
1428,54380,10228
784,39468,6628
61050,1658,49307
38706,43984,42550
37797,54,47053
43960,46227,20008
3567,21880,32121
15741,9412,61628
38424,54378,4339
60162,22164,55107
43248,43477,22198
41996,59267,8268
15975,18568,36855
3340,6667,17356
38690,52578,60447
37990,40119,41111
41421,38775,59281
14049,36933,37856
40434,52756,10276
15380,12693,65124
